id,LoanNr_ChkDgt,Name,City,State,Bank,BankState,ApprovalDate,ApprovalFY,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementDate,DisbursementGross,BalanceGross,Accept
2bb1a807b30,7988433000,"SHEAR IMAGE HAIR DESIGN, INC.",WEST CARROLLTON,OH,FARMERS & MERCHANTS BANK,OH,17-Jan-95,1995,5,2.0,0,0,1,0,N,Y,30-Apr-95,"$25,000.00 ",$0.00 ,1
b40f07a47bc,1455116008,INTERNATIONAL DESIGN SLTNS LTD,MIDDLEFIELD,OH,HOME SAVINGS & LOAN CO OF YOU,OH,23-Mar-06,2006,3,2.0,0,0,1,2,N,N,30-Apr-06,"$80,000.00 ",$0.00 ,1
d5ae11525d2,1861825008,"ANDREW NIEMAN, LLC",OXFORD,OH,CAPITAL ONE NATL ASSOC,VA,8-Jun-06,2006,8,1.0,0,8,0,2,N,N,31-Jul-06,"$75,000.00 ",$0.00 ,1
fa7cd3ec472,1360345008,DENNIS J. ROSIER DBA ROSIER CO,NORTON,OH,CITIZENS BANK NATL ASSOC,RI,1-Jul-05,2005,1,1.0,0,1,0,1,Y,N,31-Aug-05,"$75,000.00 ",$0.00 ,0
23181c9273d,4441484003,A-1 GLOBAL MARKETING GROUP INC,SHAKER HEIGHTS,OH,KEYBANK NATIONAL ASSOCIATION,OH,13-Apr-01,2001,2,1.0,0,0,1,1,N,N,31-May-02,"$300,000.00 ",$0.00 ,1
3a14dbe2274,7776114003,QUANTUM HEALTH LLC,WORTHINGTON,OH,KEYBANK NATIONAL ASSOCIATION,OH,8-Sep-04,2004,36,1.0,0,36,1,1,0,N,30-Sep-04,"$729,000.00 ",$0.00 ,1
f254522c24c,1459535006,"GUTTER SHIELD,INC.",CINCINNATI,OH,U.S. BANK NATIONAL ASSOCIATION,OH,16-Sep-05,2005,12,1.0,0,12,0,1,Y,N,31-Oct-05,"$50,244.00 ",$0.00 ,1
e4b3e5ed1a9,4309385007,Bow Automation LLC,Cincinnati,OH,THE HUNTINGTON NATIONAL BANK,OH,13-Oct-10,2011,0,1.0,0,0,0,1,Y,N,1-Dec-10,"$65,000.00 ",$0.00 ,1
a876ac95b22,4101003007,"GIRMANN'S CATERING, INC.",MT HEALTHY,OH,HAMILTON CNTY DEVEL COMPANY IN,OH,21-May-90,1990,11,1.0,6,0,1,0,N,N,15-Aug-90,"$78,000.00 ",$0.00 ,1
408dec75a16,9386553003,"ELLENBEE-LEGGETT COMPANY, INC.",FAIRFIELD,OH,HAMILTON CNTY DEVEL COMPANY IN,OH,5-Jul-96,1996,137,1.0,22,0,1,0,N,N,11-Sep-96,"$750,000.00 ",$0.00 ,1
4ac5413b28a,1167445001,"On The Spot Staffing, LLC",Girard,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,24-Jan-05,2005,2,2.0,20,2,1,1,Y,N,30-Sep-05,"$35,000.00 ",$0.00 ,1
39aae882780,1642935006,J & J HOMES AND CONSTRUCTION L,NORTH ROYALTON,OH,CITIZENS BANK NATL ASSOC,RI,2-Feb-06,2006,1,1.0,0,1,0,1,Y,N,28-Feb-06,"$174,014.00 ",$0.00 ,1
068985ac31b,3032515000,Sub-Conscious L.L.C.,LEWIS CENTER,OH,THE HUNTINGTON NATIONAL BANK,OH,3-Apr-08,2008,0,1.0,0,0,0,1,Y,N,30-Jun-08,"$44,986.00 ",$0.00 ,0
03fda7eff31,8248163001,BENNETT/DOVER HOME REMODELERS,NORTH OLMSTED,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,10-Apr-95,1995,26,1.0,0,0,1,0,N,Y,31-Oct-95,"$100,000.00 ",$0.00 ,1
ebe2d233fe9,2415106005,BOARDMAN SUBARU,BOARDMAN,OH,MAHONING VALLEY ECONOMIC DEVEL,OH,15-Sep-06,2006,8,1.0,8,0,78650,1,0,N,17-Oct-07,"$349,000.00 ",$0.00 ,1
fd1e5db4261,4888264003,RCK ENTERPRISES LLC,GAHANNA,OH,THE HUNTINGTON NATIONAL BANK,OH,6-Sep-01,2001,3,1.0,1,0,1,1,Y,N,,"$44,569.00 ",$0.00 ,1
a96eeb1fdbd,4001655009,S.D. BHATARA INC,SPRINGBORO,OH,U.S. BANK NATIONAL ASSOCIATION,OH,31-Mar-10,2010,2,1.0,1,3,0,1,Y,N,1-May-10,"$25,000.00 ",$0.00 ,1
947f3417aa2,7588733008,"SYCAMORE GARDENS, INC.",CINCINNATI,OH,HAMILTON CNTY DEVEL COMPANY IN,OH,19-Sep-94,1994,12,2.0,12,0,1,0,N,N,13-Dec-95,"$391,000.00 ",$0.00 ,1
c3c59486f34,3722794004,IBS COLLISION CENTER,COLUMBUS,OH,"WACHOVIA SBA LENDING, INC.",CA,2-May-00,2000,9,1.0,3,9,1,1,0,N,31-May-00,"$770,000.00 ",$0.00 ,1
61af6fa3485,8854773007,"HEAVENLY COFFEES, INC.",MAUMEE,OH,KEYBANK NATIONAL ASSOCIATION,OH,4-Dec-95,1996,1,2.0,0,0,1,0,N,Y,31-Jan-96,"$80,000.00 ",$0.00 ,1
62de48ee752,6914033001,"8TH DAY SOUND SYSTEMS, INC.",CLEVELAND,OH,KEYBANK NATIONAL ASSOCIATION,OH,20-May-94,1994,39,1.0,0,0,1,0,N,N,31-Oct-94,"$408,907.00 ",$0.00 ,1
cae23d58983,5702994007,INTEGRITY FENCE INC,GOSHEN,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,18-Sep-02,2002,1,1.0,2,1,1,1,Y,N,31-Oct-02,"$10,000.00 ",$0.00 ,1
924332bbed3,1419405008,"Sumeno's Sawmill, LLC",Hilliard,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,18-Aug-05,2005,30,2.0,25,30,0,1,N,N,31-Oct-05,"$248,700.00 ",$0.00 ,1
df5ca450ce2,6293813006,CONVERSE ALL STEEL SERVICES,CANFIELD,OH,MAHONING VALLEY ECONOMIC DEVEL,OH,4-Mar-94,1994,14,1.0,5,9,1,0,N,N,17-Aug-94,"$167,000.00 ",$0.00 ,1
a6eda91d826,2974945010,REFLECTION LANDSCAPING,BRUNSWICK,OH,CITIZENS BANK NATL ASSOC,RI,27-Feb-08,2008,2,1.0,0,2,0,1,T,N,31-Mar-08,"$64,402.00 ",$0.00 ,0
24a5a37996d,1962033003,ALPHA SIGN MANUFACTURING CO,COLUMBUS,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,13-Jul-84,1984,7,1.0,0,0,0,0,N,N,6-Sep-84,"$58,780.00 ",$0.00 ,0
00cfb81cf50,3489583007,"MODERN INTERIORS, INC.",LORAIN,OH,THE LORAIN NATIONAL BANK,OH,25-Jul-89,1989,12,1.0,0,0,0,0,N,N,31-Oct-89,"$100,000.00 ",$0.00 ,1
9a69e9c0686,2325135003,"HEART INSPIRATIONS, LTD.",MEDINA,OH,"FIRSTMERIT BANK, N.A.",OH,12-Mar-07,2007,0,2.0,0,2,0,1,Y,N,31-Mar-07,"$89,998.00 ",$0.00 ,0
e516ddaacae,1062195002,"CLUTCH MARKETING GROUP, LLC",DAYTON,OH,CAPITAL ONE NATL ASSOC,VA,16-Sep-04,2004,2,1.0,0,0,1,1,N,N,31-Oct-04,"$25,000.00 ",$0.00 ,1
687bf4cf260,8896584003,WEBCORE TECHNOLOGIES INC,MIAMISBURG,OH,FIFTH THIRD BANK,OH,31-May-05,2005,29,2.0,6,0,1,2,0,N,30-Jun-05,"$199,762.00 ",$0.00 ,1
e067c423d6f,3397514007,E & N ZEPPE'S OF NORTHFIELD LL,NORTHFIELD (VILLAGE),OH,THE HUNTINGTON NATIONAL BANK,OH,19-Nov-99,2000,12,2.0,2,10,91283,1,0,N,30-Apr-00,"$145,000.00 ",$0.00 ,1
a5933328049,1130996005,R W A SHIPPING LLC,MENTOR,OH,DOLLAR BANK A FED. SAVINGS BK,PA,24-Feb-06,2006,4,1.0,1,4,1,1,Y,N,31-Mar-06,"$83,490.00 ",$0.00 ,1
7e522fb00ba,4648273000,"HI TECH POLYMERS, INC.",CINCINNATI,OH,NORTH SIDE BANK & TRUST CO.,OH,6-Dec-91,1992,12,1.0,0,0,1,0,N,N,31-Jan-92,"$1,037,000.00 ",$0.00 ,1
73e28b1ac77,9330503000,"DUKES TRANSPORTATION SVCS, INC",FINDLAY,OH,THE HUNTINGTON NATIONAL BANK,OH,7-Jun-96,1996,25,1.0,0,0,1,0,N,N,28-Feb-97,"$650,000.00 ",$0.00 ,1
4f57371bc12,3183466002,D BRENT MARSHALL ESQ,WASHINGTON COURT HOUSE (CORPOR,OH,THE HUNTINGTON NATIONAL BANK,OH,4-Mar-08,2008,5,1.0,0,5,1,2,0,N,31-Mar-08,"$35,000.00 ",$0.00 ,1
187073c079b,2955024003,RIVERVIEW FOOD MART,HAMILTON,OH,LOANS FROM OLD CLOSED LENDERS,DC,20-May-99,1999,6,1.0,0,6,1,0,0,N,31-May-99,"$186,700.00 ",$0.00 ,1
27e3a45c6c6,8980243002,"I-PLUS, INC.",WESTLAKE,OH,"FIRSTMERIT BANK, N.A.",OH,2-Feb-96,1996,1,1.0,0,0,1,0,N,Y,30-Apr-96,"$90,000.00 ",$0.00 ,1
2e8d5548aab,3213784003,JCT PRECISION PAINTING & POWER,LORAIN,OH,THE LORAIN NATIONAL BANK,OH,29-Sep-99,1999,5,1.0,0,5,1,2,0,N,30-Nov-99,"$40,000.00 ",$0.00 ,1
e3c9893a762,2911094000,"LAKE EFFECTS PRODUCTIONS, INC.",WADSWORTH,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,27-Apr-99,1999,3,2.0,0,0,1,0,0,Y,31-Oct-99,"$120,000.00 ",$0.00 ,1
c10c91fe099,8671833009,"ALLSERV, INC.",CLEVELAND,OH,NATL BK & TR CO,OH,21-Sep-95,1995,2,1.0,0,0,1,0,N,Y,31-Oct-95,"$25,000.00 ",$0.00 ,1
f0ec991a30e,3391143006,"AUTOMATED BROKERAGE SRVCS, INC",WARRENSVILLE HEIGHTS,OH,THE HUNTINGTON NATIONAL BANK,OH,27-Feb-89,1989,3,2.0,0,0,0,0,N,N,31-Oct-89,"$275,000.00 ",$0.00 ,1
a5ea7217f25,7662153010,"NORTH CANTON PLASTICS, INC.",NORTH CANTON,OH,STARK DEVEL BOARD FINAN CORP,OH,11-Oct-94,1995,45,1.0,10,35,1,0,N,N,13-Dec-95,"$122,000.00 ",$0.00 ,1
e8709ec9caf,5344864002,"SAND-N SEA, LLC",GAHANNA,OH,HEARTLAND BANK,OH,17-Apr-02,2002,3,2.0,0,0,1,1,0,Y,30-Apr-02,"$71,000.00 ",$0.00 ,1
e7b52a8e839,2027504002,APPALACHIAN OUTFITTERS,PENINSULA,OH,CASCADE CAPITAL CORPORATION,OH,1-May-98,1998,6,1.0,16,0,1,0,N,N,16-Jun-99,"$350,000.00 ",$0.00 ,1
6082b0337bd,3108534007,KINGDOM CONSTRUCTION COMPANY,YOUNGSTOWN,OH,FIRST NATL BK OF PENNSYLVANIA,PA,6-Aug-99,1999,3,2.0,0,0,1,1,N,N,30-Sep-99,"$250,000.00 ",$0.00 ,0
fde77add088,3995665002,"Alloy Metal Exchange, LLC",TWINSBURG,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,26-Mar-10,2010,4,2.0,1,4,0,1,Y,N,1-Apr-10,"$450,000.00 ",$0.00 ,1
81c78fabc84,7603813007,MYERS TRUCKING,BEREA,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,22-Sep-94,1994,5,1.0,0,0,1,0,N,Y,30-Apr-95,"$60,000.00 ",$0.00 ,1
c63280d2c14,1582454005,"RELIABILITY SOLUTIONS, INC.",HILLIARD,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,26-Sep-97,1997,5,2.0,0,0,1,0,0,N,28-Feb-98,"$80,938.00 ",$0.00 ,0
457c1794157,2082014000,THE ATWOOD DAIRY BAR,MINERAL CITY,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,22-May-98,1998,6,1.0,0,0,1,0,0,N,31-Jul-98,"$96,600.00 ",$0.00 ,1
433882d22a7,3837904000,P&H INDUSTRIES INC,HOLLAND,OH,FIFTH THIRD BANK,OH,14-Jul-00,2000,18,1.0,0,18,1,1,Y,N,30-Nov-00,"$79,109.00 ",$0.00 ,1
6ca5e020828,7278684007,PRICE AVENUE GROUP LTD,COLUMBUS,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,18-Mar-04,2004,20,2.0,19,20,1,1,0,N,31-Oct-04,"$250,000.00 ",$0.00 ,1
fa0d41d0cc3,3249076007,TIFFIN POWDER COATING SPECIALI,TIFFIN,OH,SUTTON BANK,OH,9-May-08,2008,3,2.0,3,0,1,2,Y,N,31-May-08,"$113,260.00 ",$0.00 ,1
cd350956f8a,2041215001,Justified Defiance LLC,Ashville,OH,THE HUNTINGTON NATIONAL BANK,OH,27-Sep-06,2006,0,1.0,0,0,0,2,N,N,31-Oct-06,"$6,900.00 ",$0.00 ,1
eba4a5c7b75,1319615004,"PRO-TEK EXTERIOR SERVICES, INC",CINCINNATI,OH,CAPITAL ONE NATL ASSOC,VA,31-May-05,2005,10,1.0,0,10,1,1,Y,N,31-Aug-05,"$226,055.00 ",$0.00 ,1
996a53fea49,4362874004,"VIVO BROS, LTD",YOUNGSTOWN,OH,THE HUNTINGTON NATIONAL BANK,OH,9-Mar-01,2001,3,1.0,0,0,1,1,0,Y,30-Apr-01,"$49,000.00 ",$0.00 ,1
29b69ad02a7,7479534004,ROUTE 53 RECREATION INC,TIFFIN,OH,CAPITAL ONE NATL ASSOC,VA,28-May-04,2004,5,1.0,1,5,1,2,0,N,31-Oct-04,"$50,000.00 ",$0.00 ,0
0f3054caa92,1529455002,ENTERTAINME.NET LLC,AKRON,OH,CITIZENS BANK NATL ASSOC,RI,4-Nov-05,2006,1,2.0,0,1,0,1,Y,N,28-Feb-06,"$63,507.00 ",$0.00 ,0
74934d2e07f,5662344005,PRODIGY CONSTRUCTION MANAGEMEN,GAHANNA,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,3-Sep-02,2002,5,1.0,0,5,1,1,Y,N,31-Oct-02,"$150,000.00 ",$0.00 ,1
7a3a68ab883,2455275008,GEORGINA A CONSTANTINO DBA THE,EASTLAKE,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,15-May-07,2007,1,1.0,0,0,0,1,N,N,31-May-07,"$40,400.00 ",$0.00 ,0
123e61ab40e,3147115009,"Lopez Acquisition Group, LLC",Hudson,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,3-Jul-08,2008,7,2.0,7,2,0,1,Y,N,31-Jul-08,"$47,851.00 ",$0.00 ,0
5d90af58717,2977534004,NORTH COAST SPORTMAN'S ADVANTA,SHEFFIELD LAKE,OH,THE LORAIN NATIONAL BANK,OH,28-May-99,1999,2,1.0,3,2,1,0,0,N,31-Oct-99,"$259,000.00 ",$0.00 ,0
320ccaed996,7298354010,JERRY KEHOE USED CARS,GARRETTSVILLE,OH,THE HUNTINGTON NATIONAL BANK,OH,25-Mar-04,2004,12,1.0,0,12,1,2,Y,N,30-Apr-04,"$170,343.00 ",$0.00 ,1
4588fd7e31c,1917975007,"20110 Van Aken, LLC",Shaker Heights,OH,KEYBANK NATIONAL ASSOCIATION,OH,13-Jul-06,2006,15,1.0,0,15,0,1,Y,N,31-Jul-06,"$60,264.00 ",$0.00 ,0
95b79131e52,3382295006,Bake N Brew LLC,Newark,OH,THE HUNTINGTON NATIONAL BANK,OH,16-Apr-09,2009,0,1.0,0,0,0,1,Y,N,31-May-09,"$44,762.00 ",$0.00 ,0
1e7fdc5a50a,6913014000,CANDLELIGHT INN,CELINA,OH,FIRST FINAN BANK NATL ASSOC,OH,13-Nov-03,2004,13,2.0,0,0,1,2,N,N,31-Dec-03,"$180,000.00 ",$0.00 ,1
e608aaea433,2713775009,HY TECH CORP,MAPLE HEIGHTS,OH,"FIRSTMERIT BANK, N.A.",OH,21-Sep-07,2007,0,1.0,0,0,0,1,N,N,30-Nov-07,"$175,500.00 ",$0.00 ,1
39f18ed0352,9154783003,MCGUIRE CONSTRUCTION,NEVADA,OH,1ST CIT. NATL BK OF UPPER SAN,OH,2-Apr-96,1996,2,2.0,0,0,1,0,N,Y,30-Apr-96,"$20,000.00 ",$0.00 ,1
840ddfc90e9,4654443010,ADVANCED LAWN MAINTENANCE,NORTH RIDGEVILLE,OH,THE LORAIN NATIONAL BANK,OH,13-Dec-91,1992,5,1.0,0,0,1,0,N,N,31-Jan-92,"$45,000.00 ",$0.00 ,1
23f5479968d,3640906010,"DATA 4726, LLC",CANTON,OH,HOME SAVINGS & LOAN CO OF YOU,OH,29-Dec-08,2009,1,2.0,30,0,1,1,Y,N,28-Feb-09,"$738,881.00 ",$0.00 ,1
d810358b7f1,2321363002,KLEEN KAR AUTO WASH,WARREN,OH,WAKARUSA VALLEY DEVELOPMENT IN,KS,18-Sep-85,1985,4,1.0,0,0,0,0,N,N,7-May-86,"$70,000.00 ",$0.00 ,1
3665f287aa5,3529344007,"BRAIN STORMERS, A PARTNERSHIP",TOLEDO,OH,FIFTH THIRD BANK,OH,12-Jan-00,2000,2,2.0,0,0,1,1,0,Y,29-Feb-00,"$40,000.00 ",$0.00 ,1
bb4fae681c6,3200836009,SLICE OF STAINLESS INC,CINCINNATI,OH,HAMILTON CNTY DEVEL COMPANY IN,OH,20-Mar-08,2008,12,1.0,8,0,1,1,0,N,13-May-09,"$351,000.00 ",$0.00 ,1
ded58447a03,5015105003,Peter L Reese Jr.,East Springfield,OH,THE HUNTINGTON NATIONAL BANK,OH,27-Dec-11,2012,1,1.0,0,1,0,1,N,N,1-Jan-12,"$24,000.00 ",$0.00 ,1
7414c194f6e,4575773006,PLAY IT AGAIN SPORTS,COLUMBUS,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,10-Sep-91,1991,4,2.0,0,0,65150,0,N,N,31-Jan-92,"$55,000.00 ",$0.00 ,1
8c8eb623e63,1082324005,SEAGATE CONTROL SYSTEMS CO.,TOLEDO,OH,THE HUNTINGTON NATIONAL BANK,OH,1-Apr-97,1997,11,1.0,0,0,1,0,0,N,31-May-97,"$110,000.00 ",$0.00 ,1
5720dd0c183,2050145006,"Teaspoon, Inc.",Painesville Twp,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,29-Sep-06,2006,6,1.0,3,6,0,1,Y,N,31-Dec-06,"$128,633.00 ",$0.00 ,0
0a543c45742,8606964002,BLUE ASH CHILI,CINCINNATI,OH,"WESBANCO BANK, INC.",OH,11-Feb-05,2005,20,1.0,0,0,1,1,N,N,31-Mar-05,"$340,000.00 ",$0.00 ,1
63e4f33acd0,9913553006,"GREAT LAKES SCHNER CHRTRS, INC",SANDUSKY,OH,COMERICA BANK,TX,23-Jan-97,1997,3,2.0,0,0,1,0,N,N,31-Mar-97,"$115,000.00 ",$0.00 ,1
59cab734fbd,1313835010,CHRISTIAN STERLING DBA C STERL,MAUMEE,OH,CITIZENS BANK NATL ASSOC,RI,24-May-05,2005,6,2.0,0,6,1,2,N,N,30-Jun-05,"$100,000.00 ",$0.00 ,1
9573f540cb6,2722974005,NORTH OLMSTED ANIMAL HOSPITAL,NORTH OLMSTED,OH,"FIRSTMERIT BANK, N.A.",OH,20-Jan-99,1999,5,2.0,0,0,1,0,0,Y,31-Mar-99,"$80,000.00 ",$0.00 ,1
e543196ad53,7214704001,RICK'S BEVERAGE,COLUMBUS,OH,THE CITIZENS BANKING COMPANY,OH,25-Feb-04,2004,3,1.0,0,0,1,1,0,Y,31-May-04,"$130,000.00 ",$0.00 ,1
e245b66f8b6,3209844005,SCORCHER,SEVEN HILLS,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,29-Sep-99,1999,20,2.0,0,0,76270,1,0,Y,31-Jan-00,"$124,000.00 ",$0.00 ,1
831de4584f2,9255593004,LASTORIA'S BP,BRECKSVILLE,OH,U.S. BANK NATIONAL ASSOCIATION,OH,7-May-96,1996,18,1.0,0,0,1,0,N,N,31-Jul-96,"$204,500.00 ",$0.00 ,1
a21744b2cda,7756773009,PLAY IT AGAIN SPORTS,CANTON,OH,KEYBANK NATIONAL ASSOCIATION,OH,4-Nov-94,1995,2,2.0,0,0,1,0,N,N,31-Oct-95,"$112,000.00 ",$0.00 ,1
f50dd15b6d9,2520645009,"DAVISSA TELEPHONE SYSTEMS, INC",BEACHWOOD,OH,CAPITAL ONE NATL ASSOC,VA,18-Jun-07,2007,9,1.0,0,9,0,1,N,N,31-Jul-07,"$25,000.00 ",$0.00 ,1
8f0eeb1a73b,7535924009,PASSEN MOTORSPORTS,WESTERVILLE,OH,THE HUNTINGTON NATIONAL BANK,OH,18-Jun-04,2004,7,1.0,0,7,1,1,Y,N,30-Apr-05,"$42,041.00 ",$0.00 ,1
fb3440af612,3100015006,Buckeye Mechanical & Controls,ALLIANCE,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,21-May-08,2008,1,2.0,0,1,0,1,Y,N,31-May-08,"$72,908.00 ",$0.00 ,1
fd82b1c8a30,2329634001,MCGILL AUTOMOTIVE INC,KENT,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,16-Sep-98,1998,14,1.0,0,0,1,0,Y,N,30-Jun-99,"$40,000.00 ",$0.00 ,1
2657a137d60,8178803007,COLLECTORS GALLERY & INTRS INC,CLEVELAND,OH,GROWTH CAPITAL CORP.,OH,16-Mar-95,1995,26,1.0,5,0,1,0,N,N,12-Jul-95,"$92,000.00 ",$0.00 ,1
9349ad36736,1735205009,Edward A Heston,LANCASTER,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,28-Mar-06,2006,1,1.0,0,1,0,1,Y,N,31-Mar-06,"$111,858.00 ",$0.00 ,0
c43146f32ea,9353913008,CAROL & COMPANY,CINCINNATTI,OH,"UNITED FIDELITY BANK, FSB",OH,19-Jun-96,1996,6,1.0,0,0,1,0,N,Y,31-Jul-96,"$29,000.00 ",$0.00 ,1
19072b30239,2982285002,Myron L. Fox,W JEFFERSON,OH,CITIZENS BANK NATL ASSOC,RI,3-Mar-08,2008,1,1.0,0,1,0,2,Y,N,31-May-08,"$27,120.00 ",$0.00 ,0
ebe1cbb7c75,9281953009,INTERNATIONAL TASTEES,VERMILION,OH,THE LORAIN NATIONAL BANK,OH,16-May-96,1996,1,2.0,0,0,1,0,N,N,30-Sep-96,"$75,000.00 ",$0.00 ,1
1529e2ba9c1,2831876001,EASY SPAN,ST. LOUISVILLE,OH,THE CITIZENS BANKING COMPANY,OH,6-Jun-07,2007,2,1.0,2,2,1,2,0,N,30-Jun-07,"$250,000.00 ",$0.00 ,1
8cbae0343cb,1642644006,LEIMEISTER CRANE SERVICE INC.,BERLIN HTS,OH,KEYBANK NATIONAL ASSOCIATION,OH,27-Oct-97,1998,3,2.0,0,0,1,0,0,N,30-Nov-97,"$80,000.00 ",$0.00 ,1
85889427196,3389893009,MICHAELS FOR HAIR,DAYTON,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,24-Feb-89,1989,88,1.0,0,0,0,0,N,N,31-Jan-90,"$300,000.00 ",$0.00 ,1
f25b859e9cc,1695635003,"BEYOND OUR BOUNDARIES, LLC",CANTON,OH,CITIZENS BANK NATL ASSOC,RI,7-Mar-06,2006,4,1.0,2,6,0,1,Y,N,30-Apr-06,"$41,262.00 ",$0.00 ,1
427e20cecdf,9252494010,TRI STATE PALLET COMPANY,MIAMISBURG,OH,BANCO POPULAR NORTH AMERICA,NY,9-Nov-05,2006,10,1.0,3,10,1,2,Y,N,30-Nov-05,"$497,825.00 ",$0.00 ,1
d552df41881,1269894001,THE CUT ABOVE,LIMA,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,22-May-97,1997,8,1.0,0,0,1,0,N,Y,31-Dec-97,"$28,000.00 ",$0.00 ,1
f5b571a77ba,2509235003,"MEGA 1 SOLUTIONS, LTD.",MENTOR,OH,CITIZENS BANK NATL ASSOC,RI,12-Jun-07,2007,3,1.0,0,3,0,1,Y,N,31-Jul-07,"$49,326.00 ",$0.00 ,0
521834daae7,2006975000,"COMPLETE PARALEGAL SERVICES, L",CLEVELAND,OH,CITIZENS BANK NATL ASSOC,RI,7-Sep-06,2006,3,1.0,0,3,0,1,Y,N,30-Sep-06,"$25,000.00 ",$0.00 ,1
b8baaa285ce,3750174003,"SPEEDSMITH, INC.",ORRVILLE,OH,"PNC BANK, NATIONAL ASSOCIATION",DE,19-May-00,2000,1,1.0,0,0,1,2,0,Y,31-May-00,"$95,000.00 ",$0.00 ,1
c3b5b2dfda2,1698563009,HARLEY J./J.W.HARLEY PUMP WORK,TWINDBURG,OH,CASCADE CAPITAL CORPORATION,OH,26-Sep-83,1983,10,1.0,0,0,0,0,N,N,4-Jan-84,"$177,000.00 ",$0.00 ,1
ba690a1bfb3,1616935002,EVERFLOW WATERPROOFING,Gahanna,OH,THE HUNTINGTON NATIONAL BANK,OH,17-Jan-06,2006,2,1.0,0,2,0,1,Y,N,28-Feb-06,"$282,799.00 ",$0.00 ,1
9586268f858,7362714006,"CUTTING TOOL SALES, LLC",WILLOUGHBY,OH,"FIRSTMERIT BANK, N.A.",OH,16-Apr-04,2004,2,2.0,0,0,1,1,N,Y,31-May-04,"$100,000.00 ",$0.00 ,1
12338602643,8441163003,"FOUR HYDRAULICS, INC.",COLUMBUS,OH,THE HUNTINGTON NATIONAL BANK,OH,20-Jun-95,1995,8,1.0,0,0,1,0,N,N,31-Jul-95,"$155,000.00 ",$0.00 ,1
c71804f2d42,2193685001,"PERRY, CHERNOSKY & ASSOCIATES",WESTLAKE,OH,THE HUNTINGTON NATIONAL BANK,OH,26-Dec-06,2007,2,2.0,0,2,0,1,Y,N,30-Apr-07,"$99,245.00 ",$0.00 ,1
ead315e9fda,7670693008,"WALLABY'S, INC.",BEAVERCREEK,OH,THE HUNTINGTON NATIONAL BANK,OH,13-Oct-94,1995,130,2.0,0,0,1,0,N,N,31-Dec-95,"$600,000.00 ",$0.00 ,1
8c36d8c60da,1204425006,ANDREW R. RAMUNNI DBA RAMUNNI,WADSWORTH,OH,CITIZENS BANK NATL ASSOC,RI,23-Feb-05,2005,1,2.0,0,1,1,1,Y,N,31-Mar-05,"$15,000.00 ",$0.00 ,0
d7167dfc096,1373726010,SAVE A LOT,NEWARK,OH,OHIO STATEWIDE DEVEL CORP,OH,16-Mar-06,2006,31,1.0,0,20,1,1,0,N,15-Nov-06,"$278,000.00 ",$0.00 ,1
1aefa103882,2670344001,"KAN AM TRACTOR & FRAME, INC.",MACEDONIA,OH,KEYBANK NATIONAL ASSOCIATION,OH,30-Dec-98,1999,10,1.0,0,0,1,0,N,N,29-Feb-00,"$925,900.00 ",$0.00 ,1
591a4402b00,2267934001,COUNTRY INN & SUITES,COLUMBUS,OH,THE HUNTINGTON NATIONAL BANK,OH,19-Aug-98,1998,12,2.0,0,0,1,0,N,N,15-Feb-00,"$1,000,000.00 ",$0.00 ,1
4d77ce7f1bc,7952884000,LAZAR BROTHERS LANDSCAPING & C,WILLOUGHBY,OH,CITIZENS BANK NATL ASSOC,RI,18-Oct-04,2005,8,1.0,0,8,1,1,Y,N,31-Dec-04,"$27,681.00 ",$0.00 ,1
e72e352405b,6899054004,EYLER SUBWAY INC,LAURA,OH,THE HUNTINGTON NATIONAL BANK,OH,7-Nov-03,2004,5,1.0,0,5,78760,2,0,N,31-Jan-04,"$132,000.00 ",$0.00 ,1
1b89756941f,6968583008,FRANTZ RD FAMILY PHYSICIANS IN,DUBLIN,OH,"WACHOVIA SBA LENDING, INC.",OH,25-May-94,1994,10,1.0,0,0,1,0,N,N,30-Sep-95,"$542,000.00 ",$0.00 ,0
